公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
002395,双象股份,无锡双象超纤材料股份有限公司,"WUXI DOUBLE ELEPHANT MICRO FIBRE MATERIAL CO.,LTD",江苏省无锡市新区鸿山街道后宅中路,2395,双象股份,2010/4/29,"178,806,000","178,806,000",,,,0,0,华东,江苏,无锡市,C 制造业,www.sxcxgf.com
002396,星网锐捷,福建星网锐捷通讯股份有限公司,"Fujian Star-net Communication Co.,Ltd.",福建省福州市仓山区金山大道618号桔园洲星网锐捷科技园19-22栋,2396,星网锐捷,2010/6/23,"351,060,000","351,060,000",,,,0,0,华东,福建,福州市,C 制造业,www.star-net.cn
002397,梦洁家纺,湖南梦洁家纺股份有限公司,"Hunan Mendale Hometextile Co.,LTD",湖南省长沙市高新技术产业开发区麓谷产业基地谷苑路168号,2397,梦洁家纺,2010/4/29,"302,400,000","144,958,342",,,,0,0,华中,湖南,长沙市,C 制造业,www.mendale.com
002398,建研集团,厦门市建筑科学研究院集团股份有限公司,"XIAMEN ACADEMY OF BUILDING RESEARCH GROUP CO.,LTD.",福建省厦门市思明区湖滨南路62号,2398,建研集团,2010/5/6,"263,640,000","191,137,918",,,,0,0,华东,福建,厦门市,M 科研服务,www.xmabr.com
002399,海普瑞,深圳市海普瑞药业股份有限公司,"SHENZHEN HEPALINK PHARMACEUTICAL CO.,LTD.",广东省深圳市南山区松坪山郎山路21号,2399,海普瑞,2010/5/6,"800,200,000","800,200,000",,,,0,0,华南,广东,深圳市,C 制造业,www.hepalink.com
002400,省广股份,广东省广告股份有限公司,"Guangdong Advertising CO.,Ltd.",广东省广州市越秀区东风东路745号之二,2400,省广股份,2010/5/6,"578,249,718","526,714,468",,,,0,0,华南,广东,广州市,L 商务服务,www.gdadc.com
002401,中海科技,中海网络科技股份有限公司,"China Shipping Network Technology Co., Ltd.",上海市浦东新区民生路600号,2401,中海科技,2010/5/6,"303,240,000","296,797,214",,,,0,0,华东,上海,上海市,I 信息技术,www.cnshippingnt.com
002402,和而泰,深圳和而泰智能控制股份有限公司,"Shenzhen H&T Intelligent Control Co.,Ltd.",广东省深圳市南山区高新南区科技南十路6号深圳航天科技创新研究院大厦D座10楼,2402,和而泰,2010/5/11,"150,075,000","120,960,000",,,,0,0,华南,广东,深圳市,C 制造业,www.szhittech.com
002403,爱仕达,浙江爱仕达电器股份有限公司,"ZHEJIANG AISHIDA ELECTRIC CO., LTD.",浙江省温岭市经济开发区科技路2号,2403,爱仕达,2010/5/11,"240,000,000","222,382,500",,,,0,0,华东,浙江,台州市,C 制造业,www.chinaasd.com
002404,嘉欣丝绸,浙江嘉欣丝绸股份有限公司,"Zhejiang Jiaxin Silk Corp.,Ltd",浙江省嘉兴市中环西路588号,2404,嘉欣丝绸,2010/5/11,"260,325,000","176,528,205",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.jxsilk.cn
002405,四维图新,北京四维图新科技股份有限公司,"NavInfo Co.,Ltd.",北京市海淀区学院路7号弘彧大厦10层1002A室,2405,四维图新,2010/5/18,"691,596,710","645,639,471",,,,0,0,华北,北京,北京市,I 信息技术,www.navinfo.com
002406,远东传动,许昌远东传动轴股份有限公司,"Xuchang Yuandong Drive Shaft CO.,Ltd.",河南省许昌市北郊尚集镇,2406,远东传动,2010/5/18,"280,500,000","176,616,633",,,,0,0,华中,河南,许昌市,C 制造业,www.yodonchina.com
002407,多氟多,多氟多化工股份有限公司,"Do-Fluoride Chemicals Co., Ltd",河南省焦作市中站区焦克路,2407,多氟多,2010/5/18,"222,560,000","185,054,047",,,,0,0,华中,河南,焦作市,C 制造业,www.dfdchem.com
002408,齐翔腾达,淄博齐翔腾达化工股份有限公司,"ZIBO QIXIANG TENGDA CHEMICAL CO.,LTD.",山东省淄博市临淄区胶厂南路1号,2408,齐翔腾达,2010/5/18,"560,649,600","548,616,975",,,,0,0,华东,山东,淄博市,C 制造业,www.qxtdgf.com
002409,雅克科技,江苏雅克科技股份有限公司,"Jiangsu Yoke Technology Co., Ltd.",江苏省无锡宜兴经济开发区荆溪北路,2409,雅克科技,2010/5/25,"166,320,000","82,530,000",,,,0,0,华东,江苏,无锡市,C 制造业,www.yokechem.com
002410,广联达,广联达软件股份有限公司,GLODON SOFTWARE COMPANY LIMITED.,北京市海淀区东北旺西路8号院中关村软件园甲18号楼,2410,广联达,2010/5/25,"752,527,485","367,453,687",,,,0,0,华北,北京,北京市,I 信息技术,www.glodon.com
002411,九九久,江苏九九久科技股份有限公司,"Jiangsu Jiujiujiu Technology Co.,LTD.",江苏省如东县沿海经济开发区黄海三路12号,2411,九九久,2010/5/25,"348,300,000","246,520,181",,,,0,0,华东,江苏,南通市,C 制造业,www.jjjkj.com.cn
002412,汉森制药,湖南汉森制药股份有限公司,"Hunan Hansen Pharmaceutical Co.,Ltd.",湖南省益阳市银城南路龙岭工业园,2412,汉森制药,2010/5/25,"296,000,000","286,775,000",,,,0,0,华中,湖南,益阳市,C 制造业,www.hansenzy.com
002413,常发股份,江苏常发制冷股份有限公司,"JIANGSU CHANGFA REFRIGERATION CO., LTD.",江苏省常州市武进区礼嘉镇建东村建华路南,2413,常发股份,2010/5/28,"220,500,000","220,500,000",,,,0,0,华东,江苏,常州市,C 制造业,www.changfazl.com
002414,高德红外,武汉高德红外股份有限公司,"Wuhan Guide Infrared CO.,LTD",湖北省武汉市东湖开发区黄龙山南路6号,2414,高德红外,2010/7/16,"600,000,000","464,455,070",,,,0,0,华中,湖北,武汉市,C 制造业,www.wuhan-guide.com
002415,海康威视,杭州海康威视数字技术股份有限公司,"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD",浙江省杭州市西湖区马塍路36号,2415,海康威视,2010/5/28,"4,017,223,222","3,145,223,275",,,,0,0,华东,浙江,杭州市,C 制造业,www.hikvision.com
002416,爱施德,深圳市爱施德股份有限公司,"Shenzhen Aisidi CO.,LTD.",广东省深圳市福田区泰然大道东泰然劲松大厦20F,2416,爱施德,2010/5/28,"999,100,000","959,884,434",,,,0,0,华南,广东,深圳市,F 批发零售,www.aisidi.com
002417,三元达,福建三元达通讯股份有限公司,"Fujian Sunnada Communication Co.,Ltd",福建省福州市鼓楼区五凤街道软件大道89号福州软件园产业基地二期7#楼,2417,三元达,2010/6/1,"270,000,000","203,192,613",,,,0,0,华东,福建,福州市,C 制造业,www.sunnada.com
002418,康盛股份,浙江康盛股份有限公司,"ZHE JIANG KANGSHENG CO.,LTD.",浙江省杭州市淳安县千岛湖镇康盛路268号,2418,康盛股份,2010/6/1,"228,800,000","163,384,430",,,,0,0,华东,浙江,杭州市,C 制造业,www.kasun.cn
002419,天虹商场,天虹商场股份有限公司,"RAINBOW DEPARTMENT STORE CO.,LTD.",广东省深圳市福田区福中一路1016号地铁大厦20-24楼,2419,天虹商场,2010/6/1,"806,774,100","800,200,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.rainbow.cn
002420,毅昌股份,广州毅昌科技股份有限公司,"GUANGZHOU ECHOM SCIENCE&TECHNOLOGY CO.,LTD.",广东省广州市高新技术产业开发区科学城科丰路29号,2420,毅昌股份,2010/6/1,"401,000,000","377,823,620",,,,0,0,华南,广东,广州市,C 制造业,www.echom.com
002421,达实智能,深圳达实智能股份有限公司,"SHENZHEN DAS INTELLITECH CO., LTD.",广东省深圳市南山区高新技术村W1栋A座5楼,2421,达实智能,2010/6/3,"208,800,000","204,149,350",,,,0,0,华南,广东,深圳市,I 信息技术,www.chn-das.com
002422,科伦药业,四川科伦药业股份有限公司,"SICHUAN KELUN PHARMACEUTICAL CO., LTD.",四川省成都市新都卫星城工业开发区南二路,2422,科伦药业,2010/6/3,"720,000,000","353,485,725",,,,0,0,西南,四川,成都市,C 制造业,www.kelun.com
002423,中原特钢,中原特钢股份有限公司,"ZHONGYUAN SPECIAL STEEL CO.,LTD.",河南省济源市承留镇小寨村,2423,中原特钢,2010/6/3,"465,510,000","465,510,000",,,,0,0,华中,河南,焦作市,C 制造业,www.zssw.com
002424,贵州百灵,贵州百灵企业集团制药股份有限公司,"Guizhou Bailing Group Pharmaceutical Co., Ltd.",贵州省安顺市经济技术开发区西航大道,2424,贵州百灵,2010/6/3,"470,400,000","207,392,800",,,,0,0,西南,贵州,安顺市,C 制造业,www.gzbl.com
002425,凯撒股份,凯撒（中国）股份有限公司,"Kaiser (China) Holding Co.,LTD",广东省汕头市龙湖珠津工业区珠津一街3号凯撒工业城,2425,凯撒股份,2010/6/8,"389,990,000","278,200,000",,,,0,0,华南,广东,汕头市,C 制造业,www.kaiser.com.cn
002426,胜利精密,苏州胜利精密制造科技股份有限公司,"Suzhou Victory Precision Manufacture Co.,Ltd.",江苏省苏州市高新区浒关工业园浒泾路55号,2426,胜利精密,2010/6/8,"985,549,064","353,065,876",,,,0,0,华东,江苏,苏州市,C 制造业,www.vicsz.com
002427,尤夫股份,浙江尤夫高新纤维股份有限公司,"Zhejiang Unifull Industrial Fiber Co.,Ltd.",浙江省湖州市和孚镇工业园区,2427,尤夫股份,2010/6/8,"238,195,880","238,180,730",,,,0,0,华东,浙江,湖州市,C 制造业,www.unifull.com
002428,云南锗业,云南临沧鑫圆锗业股份有限公司,"Yunnan Lincang Xinyuan Germanium Industry Co.,LTD",云南省临沧市临翔区忙畔街道办事处忙畔社区喜鹊窝组168号,2428,云南锗业,2010/6/8,"653,120,000","620,025,939",,,,0,0,西南,云南,临沧市,C 制造业,www.sino-ge.com
002429,兆驰股份,深圳市兆驰股份有限公司,"Shenzhen MTC Co.,LTD.",广东省深圳市宝安区福永街道塘尾鹏洲工业区A栋,2429,兆驰股份,2010/6/10,"1,602,055,209","1,581,840,797",,,,0,0,华南,广东,深圳市,C 制造业,www.szmtc.com.cn
002430,杭氧股份,杭州杭氧股份有限公司,"HANGZHOU HANGYANG CO.,LTD.",浙江省临安市青山湖街道东环路99号,2430,杭氧股份,2010/6/10,"831,776,000","808,439,506",,,,0,0,华东,浙江,临安市,C 制造业,www.hangyang.com
002431,棕榈园林,棕榈园林股份有限公司,"PALM LANDSCAPE ARCHITECTURE CO., LTD.",广东省中山市小榄镇新华中路120号向明大厦11C,2431,棕榈园林,2010/6/10,"460,800,000","253,046,450",,,,0,0,华南,广东,中山市,E 建筑业,www.palm-la.com
002432,九安医疗,天津九安医疗电子股份有限公司,"Andon Health Co.,Ltd.",天津市南开区雅安道金平路3号,2432,九安医疗,2010/6/10,"372,000,000","372,000,000",,,,0,0,华北,天津,天津市,C 制造业,www.jiuan.com
002433,太安堂,广东太安堂药业股份有限公司,"Guangdong Taiantang Pharmaceutical Co., Ltd",广东省汕头市金园工业区11R2-2片区第1、2座,2433,太安堂,2010/6/18,"556,000,000","526,150,000",,,,0,0,华南,广东,汕头市,C 制造业,www.taiantang.net
002434,万里扬,浙江万里扬变速器股份有限公司,"ZHEJIANG WANLIYANG TRANSMISSION CO,. LTD.",浙江省金华市宾虹西路3999号,2434,万里扬,2010/6/18,"340,000,000","326,793,723",,,,0,0,华东,浙江,金华市,C 制造业,www.zjwly.com
002435,长江润发,长江润发机械股份有限公司,"CHANG JIANG RUNFA MACHINERY CO.,LTD.",江苏省张家港市金港镇镇山东路,2435,长江润发,2010/6/18,"198,000,000","178,973,439",,,,0,0,华东,江苏,苏州市,C 制造业,http://www.cjrfjx.com
002436,兴森科技,深圳市兴森快捷电路科技股份有限公司,"SHENZHEN FASTPRINT CIRCUIT TECH CO.,LTD.",广东省深圳市南山区深南路科技园工业厂房25栋1段3层,2436,兴森科技,2010/6/18,"223,400,000","153,359,615",,,,0,0,华南,广东,深圳市,C 制造业,www.chinafastprint.com
002437,誉衡药业,哈尔滨誉衡药业股份有限公司,"Harbin Gloria Pharmaceuticals Co., Ltd.",黑龙江省哈尔滨市利民经济技术开发区燕京路29号,2437,誉衡药业,2010/6/23,"280,000,000","280,000,000",,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.gloria.cc
002438,江苏神通,江苏神通阀门股份有限公司,"Jiangsu Shentong Valve Co., Ltd",江苏省启东市南阳镇,2438,江苏神通,2010/6/23,"208,000,000","127,169,103",,,,0,0,华东,江苏,南通市,C 制造业,www.stfm.cn
002439,启明星辰,北京启明星辰信息技术股份有限公司,Beijing Venustech Inc.,北京市海淀区东北旺西路8号中关村软件园21号楼启明星辰大厦一层,2439,启明星辰,2010/6/23,"415,123,334","260,884,606",,,,0,0,华北,北京,北京市,I 信息技术,www.venustech.com.cn
002440,闰土股份,浙江闰土股份有限公司,"Zhejiang Runtu Co.,LTD.",浙江省上虞市道墟镇称山下,2440,闰土股份,2010/7/6,"767,000,000","446,184,140",,,,0,0,华东,浙江,绍兴市,C 制造业,www.runtuchem.com
002441,众业达,众业达电气股份有限公司,"Zhongyeda Electric Co.,Ltd",广东省汕头市衡山路62号,2441,众业达,2010/7/6,"232,000,000","144,641,210",,,,0,0,华南,广东,汕头市,F 批发零售,www.zyd.cn
002442,龙星化工,龙星化工股份有限公司,"LONGXING CHEMICAL INDUSTRY CO., LTD.",河北省沙河市东环路龙星街1号,2442,龙星化工,2010/7/6,"480,000,000","242,283,085",,,,0,0,华北,河北,邢台市,C 制造业,www.hb-lx.com.cn
002443,金洲管道,浙江金洲管道科技股份有限公司,"ZHEJIANG KINGLAND PIPELINE AND TECHNOLOGIES Co., Ltd.",浙江省湖州市东门十五里牌（318国道旁）,2443,金洲管道,2010/7/6,"520,535,520","489,277,666",,,,0,0,华东,浙江,湖州市,C 制造业,www.chinakingland.com
002444,巨星科技,杭州巨星科技股份有限公司,"HANG ZHOU GREAT STAR INDUSTRIAL CO., LTD.",浙江省杭州市江干区九环路35号,2444,巨星科技,2010/7/13,"1,014,000,000","874,603,270",,,,0,0,华东,浙江,杭州市,C 制造业,www.greatstartools.com
002445,中南重工,江阴中南重工股份有限公司,"Jiangyin Zhongnan Heavy Industries Co., Ltd.",江苏省江阴市高新技术产业开发园金山路788号,2445,中南重工,2010/7/13,"252,150,000","250,525,000",,,,0,0,华东,江苏,无锡市,C 制造业,www.znhi.com.cn
002446,盛路通信,广东盛路通信科技股份有限公司,"Guangdong Shenglu Telecommunication Tech. Co., Ltd.",广东省佛山市三水区西南工业园进业二路四号,2446,盛路通信,2010/7/13,"132,798,558","69,973,755",,,,0,0,华南,广东,佛山市,C 制造业,www.shenglu.com
002447,壹桥苗业,大连壹桥海洋苗业股份有限公司,"DALIAN YI QIAO MARINE SEEDS CO.,LTD",辽宁省大连瓦房店市谢屯镇沙山村,2447,壹桥苗业,2010/7/13,"475,776,000","219,615,000",,,,0,0,东北,辽宁,大连市,A 农林牧渔,www.dlyiqiao.com
002448,中原内配,河南省中原内配股份有限公司,ZYNP Corporation.,河南省孟州市产业集聚区,2448,中原内配,2010/7/16,"235,240,922","179,469,036",,,,0,0,华中,河南,焦作市,C 制造业,www.hnzynp.com
002449,国星光电,佛山市国星光电股份有限公司,"Foshan NationStar Optoelectronics Co., Ltd",广东省佛山市禅城区华宝南路18号,2449,国星光电,2010/7/16,"430,000,000","353,978,173",,,,0,0,华南,广东,佛山市,C 制造业,www.nationstar.com
002450,康得新,北京康得新复合材料股份有限公司,"Beijing Kangde Xin Composite Material Co.,Ltd.",江苏省张家港市环保新材料产业园晨港路北侧、港华路西侧,2450,康得新,2010/7/16,"950,652,578","946,307,719",,,,0,0,华东,江苏,张家港市,C 制造业,www.kangdexin.com
002451,摩恩电气,上海摩恩电气股份有限公司,"SHANGHAI MORN ELECTRIC EQUIPMENT CO.,LTD",上海市浦东新区南汇新城镇环湖西一路333号C座F206室,2451,摩恩电气,2010/7/20,"439,200,000","140,700,000",,,,0,0,华东,上海,上海市,C 制造业,www.mornelectric.com
002452,长高集团,湖南长高高压开关集团股份公司,"HunanChanggaoHighVoltageSwitchgerGroupCo., LTD.",湖南省长沙市望城区金星大道高科技食品工业基地（金星大道与普瑞大道交汇处西南角）,2452,长高集团,2010/7/20,"260,846,500","152,113,206",,,,0,0,华中,湖南,长沙市,C 制造业,www.gykg.cn
002453,天马精化,苏州天马精细化学品股份有限公司,"Suzhou Tianma Specialty Chemicals Co., Ltd.",江苏省苏州高新区浒青路122号,2453,天马精化,2010/7/20,"571,300,000","536,437,900",,,,0,0,华东,江苏,苏州市,C 制造业,www.tianmachem.com
002454,松芝股份,上海加冷松芝汽车空调股份有限公司,"SHANGHAI JIALENG SONGZHI AUTOMOBILE AIRCONDITION CO.,LTD.",上海市莘庄工业区华宁路4999号,2454,松芝股份,2010/7/20,"405,600,000","240,815,459",,,,0,0,华东,上海,上海市,C 制造业,www.shsongz.com.cn
002455,百川股份,无锡百川化工股份有限公司,"Wuxi Baichuan Chemical Industry Co., Ltd",江苏省江阴市云亭街道建设路55号,2455,百川股份,2010/8/3,"237,060,000","132,529,163",,,,0,0,华东,江苏,无锡市,C 制造业,www.bcchem.com
002456,欧菲光,深圳欧菲光科技股份有限公司,"Shenzhen O-film Tech Co.,Ltd.",广东省深圳市光明新区公明街道松白公路华发路段欧菲光科技园,2456,欧菲光,2010/8/3,"930,160,000","720,705,664",,,,0,0,华南,广东,深圳市,C 制造业,www.o-film.com
002457,青龙管业,宁夏青龙管业股份有限公司,"Ningxia Qinglong Pipes Industry Co.,LTD.",宁夏回族自治区青铜峡市河西,2457,青龙管业,2010/8/3,"334,992,000","191,680,501",,,,0,0,西北,宁夏,吴忠市,C 制造业,www.qlgd.com.cn
002458,益生股份,山东益生种畜禽股份有限公司,"SHAN DONG YISHENG LIVESTOCK&POULTRY BREEDING CO.,LTD.",山东省烟台市芝罘区朝阳街80号,2458,益生股份,2010/8/10,"284,513,717","141,824,411",,,,0,0,华东,山东,烟台市,A 农林牧渔,www.yishenggufen.com
002459,*ST天业,秦皇岛天业通联重工股份有限公司,"Qinhuangdao Tianye Tolian Heavy Industry Co., Ltd.",河北省秦皇岛市经济技术开发区天山北路3号,2459,*ST天业,2010/8/10,"222,300,000","174,723,111",,,,0,0,华北,河北,秦皇岛市,C 制造业,www.tianyetolian.com
002460,赣锋锂业,江西赣锋锂业股份有限公司,"GANFENG LITHIUM CO.,LTD.",江西省新余市经济开发区龙腾路,2460,赣锋锂业,2010/8/10,"356,500,550","198,109,822",,,,0,0,华东,江西,新余市,C 制造业,www.ganfenglithium.com
002461,珠江啤酒,广州珠江啤酒股份有限公司,"GUANGZHOU ZHUJIANG BREWERY CO.,LTD",广东省广州市海珠区新港东路磨碟沙大街118号,2461,珠江啤酒,2010/8/18,"680,161,768","680,161,768",,,,0,0,华南,广东,广州市,C 制造业,www.zhujiangbeer.com
